"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","resale_price"
"580","2012-03","CENTRAL AREA","3 ROOM","640","ROWELL RD","01 TO 05",74,"Model A",1984,380000
"581","2012-03","CENTRAL AREA","3 ROOM","640","ROWELL RD","06 TO 10",74,"Model A",1984,388000
"582","2012-03","CENTRAL AREA","3 ROOM","668","CHANDER RD","01 TO 05",73,"Model A",1984,4e+05
"583","2012-03","CENTRAL AREA","3 ROOM","5","TG PAGAR PLAZA","11 TO 15",59,"Improved",1977,460000
"584","2012-03","CENTRAL AREA","3 ROOM","271","QUEEN ST","11 TO 15",68,"Improved",1979,488000
"585","2012-03","CENTRAL AREA","4 ROOM","671A","KLANG LANE","01 TO 05",75,"Model A",2003,495000
"586","2012-03","CENTRAL AREA","3 ROOM","533","UPP CROSS ST","11 TO 15",68,"Improved",1980,503000
"587","2012-03","CENTRAL AREA","4 ROOM","53","CHIN SWEE RD","16 TO 20",77,"Improved",1974,523888
"588","2012-03","CENTRAL AREA","4 ROOM","262","WATERLOO ST","11 TO 15",82,"Improved",1978,533000
"589","2012-03","CENTRAL AREA","5 ROOM","672A","KLANG LANE","01 TO 05",105,"Improved",2002,575500
"590","2012-03","CENTRAL AREA","4 ROOM","8","TG PAGAR PLAZA","21 TO 25",83,"Improved",1980,680000
"591","2012-03","CENTRAL AREA","4 ROOM","232","BAIN ST","21 TO 25",82,"Improved",1980,728000
"961","2012-03","JURONG EAST","3 ROOM","243","JURONG EAST ST 24","01 TO 05",67,"New Generation",1983,304000
"962","2012-03","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","01 TO 05",68,"New Generation",1983,310000
"963","2012-03","JURONG EAST","3 ROOM","264","JURONG EAST ST 24","01 TO 05",68,"New Generation",1983,315000
"964","2012-03","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","01 TO 05",67,"New Generation",1983,318000
"965","2012-03","JURONG EAST","3 ROOM","257","JURONG EAST ST 24","01 TO 05",67,"New Generation",1983,320100
"966","2012-03","JURONG EAST","3 ROOM","257","JURONG EAST ST 24","06 TO 10",67,"New Generation",1983,323000
"967","2012-03","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","01 TO 05",68,"New Generation",1983,323000
"968","2012-03","JURONG EAST","3 ROOM","330","JURONG EAST AVE 1","01 TO 05",74,"Model A",1983,324000
"969","2012-03","JURONG EAST","3 ROOM","264","JURONG EAST ST 24","01 TO 05",68,"New Generation",1983,324000
"970","2012-03","JURONG EAST","3 ROOM","257","JURONG EAST ST 24","06 TO 10",67,"New Generation",1983,324000
"971","2012-03","JURONG EAST","4 ROOM","53","TEBAN GDNS RD","01 TO 05",83,"Simplified",1986,325000
"972","2012-03","JURONG EAST","3 ROOM","264","JURONG EAST ST 24","11 TO 15",68,"New Generation",1983,327000
"973","2012-03","JURONG EAST","3 ROOM","235","JURONG EAST ST 21","01 TO 05",68,"New Generation",1982,328000
"974","2012-03","JURONG EAST","3 ROOM","244","JURONG EAST ST 24","06 TO 10",71,"New Generation",1983,328000
"975","2012-03","JURONG EAST","3 ROOM","304","JURONG EAST ST 32","06 TO 10",67,"New Generation",1983,329000
"976","2012-03","JURONG EAST","3 ROOM","261","JURONG EAST ST 24","06 TO 10",67,"New Generation",1983,331000
"977","2012-03","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","01 TO 05",68,"New Generation",1983,331000
"978","2012-03","JURONG EAST","3 ROOM","101","JURONG EAST ST 13","11 TO 15",68,"New Generation",1983,332000
"979","2012-03","JURONG EAST","3 ROOM","241","JURONG EAST ST 24","06 TO 10",68,"New Generation",1983,333000
"980","2012-03","JURONG EAST","3 ROOM","229","JURONG EAST ST 21","06 TO 10",67,"New Generation",1981,337000
"981","2012-03","JURONG EAST","3 ROOM","241","JURONG EAST ST 24","11 TO 15",68,"New Generation",1983,337000
"982","2012-03","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","01 TO 05",67,"New Generation",1983,338000
"983","2012-03","JURONG EAST","3 ROOM","110","JURONG EAST ST 13","06 TO 10",68,"New Generation",1982,339500
"984","2012-03","JURONG EAST","3 ROOM","244","JURONG EAST ST 24","01 TO 05",71,"New Generation",1983,340000
"985","2012-03","JURONG EAST","3 ROOM","206","JURONG EAST ST 21","06 TO 10",67,"New Generation",1982,343000
"986","2012-03","JURONG EAST","3 ROOM","101","JURONG EAST ST 13","11 TO 15",68,"New Generation",1983,345000
"987","2012-03","JURONG EAST","3 ROOM","244","JURONG EAST ST 24","06 TO 10",67,"New Generation",1983,345000
"988","2012-03","JURONG EAST","3 ROOM","101","JURONG EAST ST 13","11 TO 15",68,"New Generation",1983,346000
"989","2012-03","JURONG EAST","3 ROOM","110","JURONG EAST ST 13","11 TO 15",68,"New Generation",1982,348000
"990","2012-03","JURONG EAST","4 ROOM","47","TEBAN GDNS RD","01 TO 05",93,"New Generation",1985,357000
"991","2012-03","JURONG EAST","4 ROOM","414","PANDAN GDNS","01 TO 05",97,"New Generation",1978,365000
"992","2012-03","JURONG EAST","4 ROOM","47","TEBAN GDNS RD","01 TO 05",98,"New Generation",1985,365000
"993","2012-03","JURONG EAST","4 ROOM","414","PANDAN GDNS","06 TO 10",97,"New Generation",1978,370000
"994","2012-03","JURONG EAST","3 ROOM","250","JURONG EAST ST 24","06 TO 10",82,"New Generation",1986,377000
"995","2012-03","JURONG EAST","4 ROOM","402","PANDAN GDNS","06 TO 10",97,"New Generation",1978,381800
"996","2012-03","JURONG EAST","4 ROOM","31","TEBAN GDNS RD","06 TO 10",99,"New Generation",1981,4e+05
"997","2012-03","JURONG EAST","4 ROOM","244","JURONG EAST ST 24","06 TO 10",94,"New Generation",1983,411000
"998","2012-03","JURONG EAST","4 ROOM","245","JURONG EAST ST 24","01 TO 05",92,"New Generation",1982,414000
"999","2012-03","JURONG EAST","4 ROOM","208","JURONG EAST ST 21","01 TO 05",95,"New Generation",1982,428000
"1000","2012-03","JURONG EAST","4 ROOM","260","JURONG EAST ST 24","06 TO 10",98,"New Generation",1983,428000
"1001","2012-03","JURONG EAST","4 ROOM","304","JURONG EAST ST 32","11 TO 15",94,"New Generation",1983,430000
"1002","2012-03","JURONG EAST","4 ROOM","232","JURONG EAST ST 21","06 TO 10",104,"New Generation",1982,443000
"1003","2012-03","JURONG EAST","5 ROOM","403","PANDAN GDNS","11 TO 15",114,"Standard",1979,448000
"1004","2012-03","JURONG EAST","5 ROOM","403","PANDAN GDNS","01 TO 05",129,"Standard",1979,450000
"1005","2012-03","JURONG EAST","5 ROOM","413","PANDAN GDNS","16 TO 20",117,"Standard",1979,450000
"1006","2012-03","JURONG EAST","4 ROOM","205","JURONG EAST ST 21","06 TO 10",95,"New Generation",1983,455000
"1007","2012-03","JURONG EAST","4 ROOM","320","JURONG EAST ST 31","11 TO 15",105,"Model A",1984,460000
"1008","2012-03","JURONG EAST","4 ROOM","324","JURONG EAST ST 31","06 TO 10",104,"Model A",1984,463000
"1009","2012-03","JURONG EAST","4 ROOM","288E","JURONG EAST ST 21","01 TO 05",100,"Model A",2000,475000
"1010","2012-03","JURONG EAST","5 ROOM","311","JURONG EAST ST 32","01 TO 05",134,"Model A",1984,478000
"1011","2012-03","JURONG EAST","4 ROOM","288E","JURONG EAST ST 21","01 TO 05",103,"Model A",2000,484000
"1012","2012-03","JURONG EAST","5 ROOM","320","JURONG EAST ST 31","06 TO 10",135,"Model A",1984,490000
"1013","2012-03","JURONG EAST","5 ROOM","63","TEBAN GDNS RD","01 TO 05",115,"Improved",2003,499000
"1014","2012-03","JURONG EAST","5 ROOM","403","PANDAN GDNS","11 TO 15",129,"Standard",1979,510000
"1015","2012-03","JURONG EAST","5 ROOM","311","JURONG EAST ST 32","06 TO 10",134,"Model A",1984,515000
"1016","2012-03","JURONG EAST","5 ROOM","60","TEBAN GDNS RD","16 TO 20",116,"Improved",2003,528000
"1017","2012-03","JURONG EAST","4 ROOM","272","TOH GUAN RD","21 TO 25",100,"Model A",1999,538000
"1018","2012-03","JURONG EAST","5 ROOM","268","TOH GUAN RD","01 TO 05",120,"Improved",1999,540000
"1019","2012-03","JURONG EAST","5 ROOM","230","JURONG EAST ST 21","01 TO 05",120,"Improved",1981,550000
"1020","2012-03","JURONG EAST","5 ROOM","316","JURONG EAST ST 32","06 TO 10",135,"Model A",1984,570000
"1021","2012-03","JURONG EAST","5 ROOM","285B","TOH GUAN RD","11 TO 15",121,"Improved",1998,595000
"1022","2012-03","JURONG EAST","5 ROOM","286D","TOH GUAN RD","01 TO 05",123,"Improved",1999,608800
"1023","2012-03","JURONG EAST","EXECUTIVE","287A","JURONG EAST ST 21","01 TO 05",144,"Apartment",1998,680000
"1024","2012-03","JURONG EAST","EXECUTIVE","287C","JURONG EAST ST 21","06 TO 10",144,"Apartment",1998,707000
"1967","2012-03","WOODLANDS","3 ROOM","18","MARSILING LANE","01 TO 05",60,"Improved",1987,250000
"1968","2012-03","WOODLANDS","3 ROOM","24","MARSILING DR","01 TO 05",67,"New Generation",1977,281000
"1969","2012-03","WOODLANDS","3 ROOM","18","MARSILING LANE","01 TO 05",60,"Improved",1987,282000
"1970","2012-03","WOODLANDS","3 ROOM","129","MARSILING RISE","06 TO 10",60,"Improved",1985,284000
"1971","2012-03","WOODLANDS","3 ROOM","19","MARSILING LANE","01 TO 05",60,"Improved",1987,285000
"1972","2012-03","WOODLANDS","3 ROOM","125","MARSILING RISE","11 TO 15",60,"Improved",1985,286000
"1973","2012-03","WOODLANDS","3 ROOM","217","MARSILING CRES","01 TO 05",74,"Model A",1982,287000
"1974","2012-03","WOODLANDS","3 ROOM","218","MARSILING CRES","06 TO 10",67,"New Generation",1986,290000
"1975","2012-03","WOODLANDS","3 ROOM","203","MARSILING DR","01 TO 05",68,"New Generation",1981,291000
"1976","2012-03","WOODLANDS","3 ROOM","2","MARSILING DR","11 TO 15",65,"Improved",1974,293500
"1977","2012-03","WOODLANDS","3 ROOM","23","MARSILING DR","11 TO 15",67,"New Generation",1977,295000
"1978","2012-03","WOODLANDS","3 ROOM","24","MARSILING DR","06 TO 10",67,"New Generation",1977,295000
"1979","2012-03","WOODLANDS","3 ROOM","203","MARSILING DR","11 TO 15",68,"New Generation",1981,295000
"1980","2012-03","WOODLANDS","3 ROOM","22","MARSILING DR","06 TO 10",67,"New Generation",1977,295000
"1981","2012-03","WOODLANDS","3 ROOM","23","MARSILING DR","06 TO 10",67,"New Generation",1977,296000
"1982","2012-03","WOODLANDS","3 ROOM","217","MARSILING CRES","06 TO 10",74,"Model A",1982,298000
"1983","2012-03","WOODLANDS","3 ROOM","2","MARSILING DR","06 TO 10",65,"Improved",1974,298000
"1984","2012-03","WOODLANDS","3 ROOM","1","MARSILING DR","06 TO 10",65,"Improved",1974,299000
"1985","2012-03","WOODLANDS","3 ROOM","202","MARSILING DR","01 TO 05",68,"New Generation",1981,305000
"1986","2012-03","WOODLANDS","3 ROOM","202","MARSILING DR","06 TO 10",68,"New Generation",1981,305000
"1987","2012-03","WOODLANDS","3 ROOM","148","WOODLANDS ST 13","06 TO 10",68,"New Generation",1985,312000
"1988","2012-03","WOODLANDS","3 ROOM","23","MARSILING DR","11 TO 15",67,"New Generation",1977,313000
"1989","2012-03","WOODLANDS","4 ROOM","8","MARSILING DR","01 TO 05",88,"Improved",1976,316000
"1990","2012-03","WOODLANDS","3 ROOM","148","WOODLANDS ST 13","01 TO 05",68,"New Generation",1985,317000
"1991","2012-03","WOODLANDS","3 ROOM","30","MARSILING DR","06 TO 10",73,"New Generation",1977,318000
"1992","2012-03","WOODLANDS","3 ROOM","102","WOODLANDS ST 13","01 TO 05",67,"New Generation",1985,320000
"1993","2012-03","WOODLANDS","3 ROOM","30","MARSILING DR","11 TO 15",73,"New Generation",1977,321000
"1994","2012-03","WOODLANDS","3 ROOM","213","MARSILING CRES","11 TO 15",74,"Model A",1982,325000
"1995","2012-03","WOODLANDS","3 ROOM","850","WOODLANDS ST 82","01 TO 05",69,"New Generation",1995,326000
"1996","2012-03","WOODLANDS","3 ROOM","152","WOODLANDS ST 13","01 TO 05",73,"Model A",1985,327000
"1997","2012-03","WOODLANDS","3 ROOM","218","MARSILING CRES","06 TO 10",81,"New Generation",1986,328000
"1998","2012-03","WOODLANDS","3 ROOM","101","WOODLANDS ST 13","06 TO 10",67,"New Generation",1985,330000
"1999","2012-03","WOODLANDS","3 ROOM","31","MARSILING DR","06 TO 10",87,"New Generation",1977,333000
"2000","2012-03","WOODLANDS","3 ROOM","313","WOODLANDS ST 31","06 TO 10",73,"Model A",1993,342000
"2001","2012-03","WOODLANDS","4 ROOM","854","WOODLANDS ST 83","01 TO 05",84,"Simplified",1993,342000
"2002","2012-03","WOODLANDS","4 ROOM","202","MARSILING DR","01 TO 05",93,"New Generation",1981,342888
"2003","2012-03","WOODLANDS","4 ROOM","28","MARSILING DR","11 TO 15",98,"New Generation",1977,345000
"2004","2012-03","WOODLANDS","4 ROOM","28","MARSILING DR","06 TO 10",97,"New Generation",1977,346000
"2005","2012-03","WOODLANDS","4 ROOM","842","WOODLANDS ST 82","01 TO 05",84,"Simplified",1994,350000
"2006","2012-03","WOODLANDS","4 ROOM","579","WOODLANDS DR 16","01 TO 05",91,"Model A",2001,350000
"2007","2012-03","WOODLANDS","4 ROOM","437","WOODLANDS ST 41","06 TO 10",84,"Simplified",1996,350000
"2008","2012-03","WOODLANDS","4 ROOM","120","MARSILING RISE","06 TO 10",99,"New Generation",1985,352000
"2009","2012-03","WOODLANDS","4 ROOM","177","WOODLANDS ST 13","01 TO 05",91,"New Generation",1986,355000
"2010","2012-03","WOODLANDS","3 ROOM","160","WOODLANDS ST 13","06 TO 10",73,"Model A",1990,356000
"2011","2012-03","WOODLANDS","4 ROOM","840","WOODLANDS ST 82","06 TO 10",84,"Simplified",1994,357000
"2012","2012-03","WOODLANDS","4 ROOM","776","WOODLANDS CRES","01 TO 05",103,"Model A",1998,357500
"2013","2012-03","WOODLANDS","4 ROOM","775","WOODLANDS CRES","11 TO 15",91,"Model A2",1997,358000
"2014","2012-03","WOODLANDS","4 ROOM","309","WOODLANDS AVE 1","01 TO 05",89,"Simplified",1989,359000
"2015","2012-03","WOODLANDS","4 ROOM","156","WOODLANDS ST 13","01 TO 05",91,"New Generation",1986,362000
"2016","2012-03","WOODLANDS","4 ROOM","24","MARSILING DR","06 TO 10",92,"New Generation",1977,363000
"2017","2012-03","WOODLANDS","4 ROOM","347","WOODLANDS AVE 3","11 TO 15",84,"Simplified",1988,363000
"2018","2012-03","WOODLANDS","4 ROOM","5A","MARSILING DR","11 TO 15",90,"Model A",2002,365000
"2019","2012-03","WOODLANDS","4 ROOM","575","WOODLANDS DR 16","06 TO 10",86,"Model A2",2000,365000
"2020","2012-03","WOODLANDS","4 ROOM","168","WOODLANDS ST 11","01 TO 05",91,"New Generation",1986,365000
"2021","2012-03","WOODLANDS","4 ROOM","173","WOODLANDS ST 13","01 TO 05",91,"New Generation",1989,368000
"2022","2012-03","WOODLANDS","4 ROOM","321","WOODLANDS ST 32","06 TO 10",89,"Simplified",1994,368000
"2023","2012-03","WOODLANDS","4 ROOM","506","WOODLANDS DR 14","01 TO 05",101,"Model A",1999,369000
"2024","2012-03","WOODLANDS","4 ROOM","620","WOODLANDS DR 52","06 TO 10",95,"Model A2",1998,369000
"2025","2012-03","WOODLANDS","4 ROOM","752","WOODLANDS CIRCLE","06 TO 10",102,"Model A",1998,370500
"2026","2012-03","WOODLANDS","4 ROOM","28","MARSILING DR","01 TO 05",97,"New Generation",1977,372000
"2027","2012-03","WOODLANDS","4 ROOM","774","WOODLANDS CRES","06 TO 10",94,"Model A2",1997,374688
"2028","2012-03","WOODLANDS","4 ROOM","615","WOODLANDS AVE 4","06 TO 10",102,"Model A",1998,375000
"2029","2012-03","WOODLANDS","3 ROOM","160","WOODLANDS ST 13","06 TO 10",73,"Model A",1990,375000
"2030","2012-03","WOODLANDS","4 ROOM","584","WOODLANDS DR 16","01 TO 05",91,"Model A",2001,375000
"2031","2012-03","WOODLANDS","4 ROOM","554","WOODLANDS DR 53","06 TO 10",90,"Model A2",1999,375000
"2032","2012-03","WOODLANDS","4 ROOM","104","WOODLANDS ST 13","06 TO 10",92,"New Generation",1985,375000
"2033","2012-03","WOODLANDS","4 ROOM","786B","WOODLANDS DR 60","06 TO 10",91,"Model A2",1997,378000
"2034","2012-03","WOODLANDS","4 ROOM","541","WOODLANDS DR 16","06 TO 10",101,"Model A",2000,381000
"2035","2012-03","WOODLANDS","4 ROOM","628B","WOODLANDS RING RD","01 TO 05",102,"Model A",1998,383000
"2036","2012-03","WOODLANDS","4 ROOM","737","WOODLANDS CIRCLE","11 TO 15",91,"Model A2",1998,383000
"2037","2012-03","WOODLANDS","4 ROOM","577","WOODLANDS DR 16","06 TO 10",91,"Model A",2000,387000
"2038","2012-03","WOODLANDS","4 ROOM","159","WOODLANDS ST 13","01 TO 05",103,"Model A",1990,387000
"2039","2012-03","WOODLANDS","4 ROOM","701","WOODLANDS DR 40","01 TO 05",102,"Model A",1996,389000
"2040","2012-03","WOODLANDS","4 ROOM","725","WOODLANDS AVE 6","01 TO 05",103,"Model A",1997,390000
"2041","2012-03","WOODLANDS","4 ROOM","747","WOODLANDS CIRCLE","06 TO 10",102,"Model A",1998,390000
"2042","2012-03","WOODLANDS","4 ROOM","728","WOODLANDS CIRCLE","11 TO 15",91,"Model A2",1997,390000
"2043","2012-03","WOODLANDS","4 ROOM","546","WOODLANDS DR 16","06 TO 10",101,"Model A",2000,390000
"2044","2012-03","WOODLANDS","4 ROOM","171","WOODLANDS ST 11","06 TO 10",91,"New Generation",1985,390000
"2045","2012-03","WOODLANDS","4 ROOM","155","WOODLANDS ST 13","11 TO 15",103,"Model A",1985,390000
"2046","2012-03","WOODLANDS","4 ROOM","178","WOODLANDS ST 13","11 TO 15",98,"New Generation",1986,390000
"2047","2012-03","WOODLANDS","4 ROOM","771","WOODLANDS DR 60","11 TO 15",101,"Model A",1997,393888
"2048","2012-03","WOODLANDS","4 ROOM","752","WOODLANDS CIRCLE","06 TO 10",103,"Model A",1998,394000
"2049","2012-03","WOODLANDS","4 ROOM","787B","WOODLANDS CRES","06 TO 10",101,"Model A",1997,394000
"2050","2012-03","WOODLANDS","4 ROOM","617","WOODLANDS AVE 4","11 TO 15",95,"Model A2",1998,395000
"2051","2012-03","WOODLANDS","4 ROOM","721","WOODLANDS CIRCLE","01 TO 05",101,"Model A",1997,395000
"2052","2012-03","WOODLANDS","4 ROOM","710","WOODLANDS DR 70","06 TO 10",101,"Model A",1997,395000
"2053","2012-03","WOODLANDS","4 ROOM","624A","WOODLANDS DR 52","11 TO 15",100,"Model A",1998,398000
"2054","2012-03","WOODLANDS","4 ROOM","708","WOODLANDS DR 70","01 TO 05",102,"Model A",1996,398000
"2055","2012-03","WOODLANDS","4 ROOM","632","WOODLANDS RING RD","01 TO 05",102,"Model A",1999,398000
"2056","2012-03","WOODLANDS","4 ROOM","790","WOODLANDS AVE 6","11 TO 15",100,"Model A",1997,398500
"2057","2012-03","WOODLANDS","4 ROOM","742","WOODLANDS CIRCLE","01 TO 05",102,"Model A",1997,4e+05
"2058","2012-03","WOODLANDS","4 ROOM","545","WOODLANDS DR 16","06 TO 10",101,"Model A",2000,4e+05
"2059","2012-03","WOODLANDS","4 ROOM","104","WOODLANDS ST 13","06 TO 10",91,"New Generation",1985,4e+05
"2060","2012-03","WOODLANDS","4 ROOM","754","WOODLANDS CIRCLE","06 TO 10",103,"Model A",1997,401000
"2061","2012-03","WOODLANDS","4 ROOM","842","WOODLANDS ST 82","01 TO 05",104,"Model A",1994,401000
"2062","2012-03","WOODLANDS","4 ROOM","778","WOODLANDS DR 60","06 TO 10",100,"Model A",1997,403000
"2063","2012-03","WOODLANDS","5 ROOM","549","WOODLANDS DR 44","01 TO 05",115,"Improved",2000,404500
"2064","2012-03","WOODLANDS","4 ROOM","763","WOODLANDS AVE 6","06 TO 10",101,"Model A",1998,405000
"2065","2012-03","WOODLANDS","4 ROOM","710","WOODLANDS DR 70","01 TO 05",101,"Model A",1997,405000
"2066","2012-03","WOODLANDS","4 ROOM","845","WOODLANDS ST 82","01 TO 05",104,"Model A",1994,407000
"2067","2012-03","WOODLANDS","4 ROOM","632","WOODLANDS RING RD","11 TO 15",101,"Model A",1999,408000
"2068","2012-03","WOODLANDS","4 ROOM","750","WOODLANDS AVE 4","06 TO 10",103,"Model A",1998,408000
"2069","2012-03","WOODLANDS","4 ROOM","110","WOODLANDS ST 13","06 TO 10",105,"New Generation",1987,408000
"2070","2012-03","WOODLANDS","5 ROOM","137","MARSILING RD","06 TO 10",121,"Improved",1985,408000
"2071","2012-03","WOODLANDS","5 ROOM","120","MARSILING RISE","06 TO 10",121,"Improved",1985,408000
"2072","2012-03","WOODLANDS","5 ROOM","689B","WOODLANDS DR 75","01 TO 05",110,"Premium Apartment",2004,410000
"2073","2012-03","WOODLANDS","4 ROOM","733","WOODLANDS CIRCLE","06 TO 10",101,"Model A",1997,410000
"2074","2012-03","WOODLANDS","4 ROOM","787C","WOODLANDS CRES","06 TO 10",100,"Model A",1997,410000
"2075","2012-03","WOODLANDS","4 ROOM","406","WOODLANDS ST 41","01 TO 05",106,"Model A",1995,410000
"2076","2012-03","WOODLANDS","4 ROOM","739","WOODLANDS CIRCLE","06 TO 10",100,"Model A2",1997,411000
"2077","2012-03","WOODLANDS","5 ROOM","740","WOODLANDS CIRCLE","01 TO 05",121,"Improved",1997,412000
"2078","2012-03","WOODLANDS","4 ROOM","856","WOODLANDS ST 83","06 TO 10",106,"Model A",1996,413000
"2079","2012-03","WOODLANDS","4 ROOM","894C","WOODLANDS DR 50","06 TO 10",100,"Model A",1996,414000
"2080","2012-03","WOODLANDS","4 ROOM","860","WOODLANDS ST 83","06 TO 10",106,"Model A",1996,414180
"2081","2012-03","WOODLANDS","4 ROOM","609","WOODLANDS RING RD","06 TO 10",101,"Model A",1998,415000
"2082","2012-03","WOODLANDS","5 ROOM","214","MARSILING LANE","16 TO 20",118,"Improved",1981,415000
"2083","2012-03","WOODLANDS","5 ROOM","215","MARSILING LANE","11 TO 15",118,"Improved",1980,418000
"2084","2012-03","WOODLANDS","4 ROOM","528","WOODLANDS DR 14","01 TO 05",106,"Premium Apartment",1999,418000
"2085","2012-03","WOODLANDS","4 ROOM","841","WOODLANDS ST 82","01 TO 05",101,"Model A",1996,418000
"2086","2012-03","WOODLANDS","4 ROOM","521","WOODLANDS DR 14","06 TO 10",104,"Premium Apartment",2000,418888
"2087","2012-03","WOODLANDS","4 ROOM","336","WOODLANDS AVE 1","06 TO 10",104,"Model A",1985,420000
"2088","2012-03","WOODLANDS","4 ROOM","514","WOODLANDS DR 14","01 TO 05",105,"Premium Apartment",1999,420000
"2089","2012-03","WOODLANDS","5 ROOM","109","WOODLANDS ST 13","01 TO 05",134,"Model A",1995,420000
"2090","2012-03","WOODLANDS","5 ROOM","539","WOODLANDS DR 16","01 TO 05",115,"Improved",2000,421000
"2091","2012-03","WOODLANDS","4 ROOM","898A","WOODLANDS DR 50","06 TO 10",100,"Model A",1997,424000
"2092","2012-03","WOODLANDS","5 ROOM","328","WOODLANDS ST 32","01 TO 05",132,"Model A",1994,425000
"2093","2012-03","WOODLANDS","4 ROOM","682A","WOODLANDS DR 62","01 TO 05",105,"Premium Apartment",2000,425000
"2094","2012-03","WOODLANDS","4 ROOM","319","WOODLANDS ST 31","11 TO 15",103,"Model A",1993,425000
"2095","2012-03","WOODLANDS","5 ROOM","36","MARSILING DR","06 TO 10",124,"Standard",1978,425000
"2096","2012-03","WOODLANDS","4 ROOM","891A","WOODLANDS DR 50","11 TO 15",100,"Model A",1996,428000
"2097","2012-03","WOODLANDS","5 ROOM","547","WOODLANDS DR 16","01 TO 05",121,"Improved",2000,428000
"2098","2012-03","WOODLANDS","5 ROOM","540","WOODLANDS DR 16","01 TO 05",120,"Improved",2000,429500
"2099","2012-03","WOODLANDS","5 ROOM","763","WOODLANDS AVE 6","06 TO 10",121,"Improved",1998,430000
"2100","2012-03","WOODLANDS","4 ROOM","744","WOODLANDS CIRCLE","06 TO 10",101,"Model A",1998,430000
"2101","2012-03","WOODLANDS","4 ROOM","710","WOODLANDS DR 70","06 TO 10",102,"Model A",1997,430000
"2102","2012-03","WOODLANDS","5 ROOM","742","WOODLANDS CIRCLE","01 TO 05",121,"Improved",1997,430000
"2103","2012-03","WOODLANDS","5 ROOM","543","WOODLANDS DR 16","01 TO 05",120,"Improved",2000,430000
"2104","2012-03","WOODLANDS","5 ROOM","764","WOODLANDS CIRCLE","06 TO 10",111,"Improved",2003,430888
"2105","2012-03","WOODLANDS","5 ROOM","586","WOODLANDS DR 16","01 TO 05",111,"Improved",2001,431000
"2106","2012-03","WOODLANDS","4 ROOM","632","WOODLANDS RING RD","06 TO 10",102,"Model A",1999,432000
"2107","2012-03","WOODLANDS","5 ROOM","723","WOODLANDS AVE 6","01 TO 05",122,"Improved",1997,432000
"2108","2012-03","WOODLANDS","5 ROOM","772","WOODLANDS DR 60","11 TO 15",120,"Improved",1997,432000
"2109","2012-03","WOODLANDS","5 ROOM","416","WOODLANDS ST 41","06 TO 10",128,"Improved",1996,433000
"2110","2012-03","WOODLANDS","4 ROOM","681D","WOODLANDS DR 62","01 TO 05",104,"Premium Apartment",2000,433000
"2111","2012-03","WOODLANDS","4 ROOM","860","WOODLANDS ST 83","06 TO 10",106,"Model A",1996,433000
"2112","2012-03","WOODLANDS","5 ROOM","877","WOODLANDS AVE 9","06 TO 10",123,"Improved",1996,433000
"2113","2012-03","WOODLANDS","5 ROOM","168","WOODLANDS ST 11","01 TO 05",121,"Improved",1986,433000
"2114","2012-03","WOODLANDS","4 ROOM","686B","WOODLANDS DR 73","01 TO 05",95,"Premium Apartment",2003,434000
"2115","2012-03","WOODLANDS","4 ROOM","522","WOODLANDS DR 14","11 TO 15",102,"Premium Apartment",2000,435000
"2116","2012-03","WOODLANDS","4 ROOM","871","WOODLANDS ST 81","06 TO 10",115,"Model A",1996,435000
"2117","2012-03","WOODLANDS","5 ROOM","787E","WOODLANDS CRES","01 TO 05",120,"Improved",1997,435000
"2118","2012-03","WOODLANDS","5 ROOM","631","WOODLANDS RING RD","06 TO 10",122,"Improved",1998,435000
"2119","2012-03","WOODLANDS","5 ROOM","718","WOODLANDS AVE 6","01 TO 05",120,"Improved",1997,436000
"2120","2012-03","WOODLANDS","4 ROOM","717","WOODLANDS DR 70","11 TO 15",100,"Model A",1997,437000
"2121","2012-03","WOODLANDS","4 ROOM","688F","WOODLANDS DR 75","06 TO 10",90,"Premium Apartment",2004,437000
"2122","2012-03","WOODLANDS","5 ROOM","607","WOODLANDS RING RD","01 TO 05",120,"Improved",1998,440000
"2123","2012-03","WOODLANDS","4 ROOM","417","WOODLANDS ST 41","11 TO 15",114,"Model A",1996,440000
"2124","2012-03","WOODLANDS","5 ROOM","587","WOODLANDS DR 16","06 TO 10",111,"Improved",2001,440000
"2125","2012-03","WOODLANDS","4 ROOM","527","WOODLANDS DR 14","01 TO 05",106,"Premium Apartment",1999,441000
"2126","2012-03","WOODLANDS","4 ROOM","720","WOODLANDS AVE 6","06 TO 10",100,"Model A",1997,442000
"2127","2012-03","WOODLANDS","5 ROOM","779","WOODLANDS CRES","06 TO 10",120,"Improved",1997,443000
"2128","2012-03","WOODLANDS","5 ROOM","615","WOODLANDS AVE 4","06 TO 10",121,"Improved",1998,445000
"2129","2012-03","WOODLANDS","5 ROOM","897A","WOODLANDS DR 50","06 TO 10",118,"Improved",1997,445000
"2130","2012-03","WOODLANDS","5 ROOM","671","WOODLANDS DR 71","06 TO 10",111,"Improved",2000,445000
